201;Centro
202;Arganzuela
203;Retiro
204;Salamanca
205;Chamartín
206;Tetuán
207;Chamberí
208;Fuencarral-El Pardo
209;Moncloa-Aravaca
210;Latina
211;Carabanchel
212;Usera
213;Puente de Vallecas
214;Moratalaz
215;Ciudad Lineal
216;Hortaleza
217;Villaverde
218;Villa de Vallecas
219;Vicálvaro
220;San Blas-Canillejas
221;Barajas
998;Several districts
999;Not distributable
