213;06;04;2010/000524;C/ JOSÉ PAULETE, 24. OBRAS DE URBANIZACIÓN;105593.22
209;06;04;2011/000164;C/ JIMENA MENÉNDEZ PIDAL. OBRAS DE URBANIZACIÓN;104745.76
202;06;04;2011/000333;C/ MÉNDEZ ALVARO, 44 Y 54. OBRAS DE URBANIZACIÓN;410677.82
998;08;02;2009/000001;RENOVACIÓN INTEGRAL DE INSTALACIONES Y PAVIMENTOS. PRIS ZONA 1;107030.87
201;08;02;2009/010001;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-1 DISTRITO CENTRO;1461056.15
202;08;02;2009/020001;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-1 DTO. ARGANZUELA;744077.42
207;08;02;2009/030001;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-1 DISTRITO CHAMBERÍ;1020309.81
998;08;02;2009/000002;RENOVACIÓN INTEGRAL DE INSTALACIONES Y PAVIMENTOS. PRIS ZONA 2;24.51
203;08;02;2009/010002;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-2. DISTRITO RETIRO;502403.55
204;08;02;2009/020002;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-2 DTO. SALAMANCA;1371883.09
205;08;02;2009/030002;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-2 DISTRITO CHAMARTÍN;1258080.48
998;08;02;2009/000003;RENOVACIÓN INTEGRAL DE INSTALACIONES Y PAVIMENTOS. PRIS ZONA 3;23.45
206;08;02;2009/010003;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-3 DISTRITO TETUÁN;1098600.42
208;08;02;2009/020003;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-3 DTO. FUENCARRAL;1048039.41
209;08;02;2009/030003;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS PRIS Z-3. DTO.MONCLOA;705551.79
998;08;02;2009/000004;RENOVACIÓN INTEGRAL DE INSTALACIONES Y PAVIMENTOS. PRIS ZONA 4;329.38
210;08;02;2009/010004;RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-4 DISTRITO LATINA;701915.09
220;11;02;2012/000431;DEPORTIVO BÁSICO ALCALÁ, 525. ADOPCIÓN MEDIDAS DE SEGURIDAD;157524.91
201;06;01;2003/001375;ÁREA DE REHABILITACIÓN PREFERENTE DE LAVAPIÉS. URBANIZACIÓN;4383487.86
213;06;01;2011/000349;COLONIAS SAN FCO.JAVIER-NUESTRA SRA.DE LOS ÁNGELES.CIERRE REDES DE SERVICIOS;754928.68
201;06;01;2012/000113;C/ ATOCHA (EJE ATOCHA-CAMINO REAL). URBANIZACIÓN E INFRAESTRUCTURAS;860000
209;07;06;2010/008047;CONEXIÓN REDES AGUA REGENERADA RÍO Y RESTAURACION PRESAS HISTORICAS 3 Y 4;4565.34
220;06;01;2003/000804;PARQUE OLÍMPICO SECTOR OESTE. URBANIZACIÓN;3568361.48
211;09;01;2008/000412;JARDINES DEL PUENTE DE TOLEDO;29418.04
202;06;01;2009/000208;ACONDICIONAMIENTO ENTORNO DEL MATADERO;14370.08
202;09;00;2009/000209;PARQUE DE LA ARGANZUELA;78896.39
213;09;04;2010/000532;CENTRO MANTENIMIENTO ZONA INFERIOR RÍO MANZANARES. RECONSTRUCCIÓN;85500.31
998;08;00;2010/000101;ADAPTACIÓN INSTALACIONES DE ALUMBRADO PÚBLICO A NORMATIVA;20987.47
201;08;00;2010/010101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. CENTRO;142697.02
202;08;00;2010/020101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. ARGANZUELA;34114.94
207;08;00;2010/070101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. CHAMBERÍ;801203.82
209;08;00;2010/090101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. MONCLOA-ARAVACA;256047.06
210;08;00;2010/100101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. LATINA;895889.27
211;08;00;2010/110101;ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. CARABANCHEL;250266.3
213;06;05;2012/000393;DEMOLICIÓN EDIFICACIÓN C/ JESÚS CARRIZO, 2;19359.53
206;06;05;2012/000394;DEMOLICIÓN EDIFICACIÓN C/ NAVARRA, 17 Y 19;79223.88
213;06;05;2012/000395;DEMOLICIÓN EDIFICACIÓN C/ GARGANTA DE AÍSA, 24;7217.64
202;06;05;2012/000426;DEMOLICIÓN EDIFICACIÓN C/ MEJORADA DEL CAMPO, 10;48497.23
217;06;05;2011/000341;ADQUISICIÓN DE SUELO API 17.05 EL ESPINILLO;11761
998;06;05;2012/000065;ADQUISICIÓN DE SUELO PARA EQUIPAMIENTOS;241498.75
205;06;05;2012/000286;ADQUISICIÓN SUELO CALLES HERREROS DE TEJADA, INFANA Mª TERESA Y LLANTEN;1339044.03
217;06;05;2012/000342;ADQUISICIÓN DE SUELO BARRIO DE SANTA CATALINA;43597.64
215;06;05;2008/000708;ADQUISICIÓN SUELO A.P.I. 15.13 EMILIO FERRARI;29911.02
206;06;05;2009/000359;ADQUISICIÓN DE SUELO PASEO DE LA DIRECCIÓN,  P.P.R.I. 06.02;24058176.26
201;06;07;2003/001080;EDIFICIO CASA DUQUESA DE SUECA. ADQUISICIÓN;63150.95
201;04;00;2003/001117;ADQUISICIÓN DE EDIFICIO C/ EMBAJADORES, 18;162919.67
201;06;07;2005/000301;EDIFICIO C/LUNA, 32. ADQUISICIÓN;281583.17
998;00;03;2011/000281;ADOPCIÓN MEDIDAS DE SEGURIDAD Y CONSOLIDACIONES EN EDIFICIOS MUNICIPALES;1083092.8
211;11;01;2012/000387;POLIDEPORTIVO LA MINA. ADOPCIÓN MEDIDAS DE SEGURIDAD;71294.84
205;00;01;2012/000405;EDIFICIO C/ GUATEMALA, 13. ADOPCIÓN MEDIDAS DE SEGURIDAD;23570.01
219;05;01;2012/470101;EQUIPAMIENTO ESCUELA INFANTIL EL AMANECER, C/ TITANIO, 7;318.71
219;05;01;2012/480101;EQUIPAMIENTO ESCUELA INFANTIL CIELO AZUL, C/ BULEVAR INDALECIO PRIETO, 16;127.05
219;05;01;2012/490101;EQUIPAMIENTO ESCUELA INFANTIL VICÁLVARO Nº 5, CAMINO FUENTE DE ARRIBA, 2;424.95
220;05;01;2012/500101;EQUIPAMIENTO ESCUELA INFANTIL LAS MERCEDES, C/ SAMANIEGO, 22;318.71
220;05;01;2012/510101;EQUIPAMIENTO ESCUELA INFANTIL SAN BLAS Nº 7, C/ HELSINKI, 2;424.95
220;05;01;2012/520101;EQUIPAMIENTO ESCUELA INFANTIL SAN BLAS Nº 9;424.95
220;05;01;2012/530101;EQUIPAMIENTO ESCUELA INFANTIL SAN BLAS Nº 8, C/ RAVENA, 12;424.95
206;05;01;2012/540101;EQUIPAMIENTO ESCUELA INFANTIL CAMPANILLA, C/ ÁVILA, 4;318.71
206;05;01;2012/550101;EQUIPAMIENTO ESCUELA INFANTIL LA BRISA, AV. DE ASTURIAS, 72;318.71
